Type,Name,Nationality/Country,Date_Info,Data_ID,Reference
"Individual (개인)","FARES MOHAMMED MANA'A","","1965-02-08","6908040","SOi.008"
"Individual (개인)","HASSAN MAHAT OMAR","Ethiopia","1979-04-10","6908041","SOi.009"
"Individual (개인)","OMAR HAMMAMI","United States of America","1986-05-06","6908042","SOi.010"
"Individual (개인)","ABOUD ROGO MOHAMMED","","1960-11-11","6908043","SOi.011"
"Individual (개인)","ABUBAKER SHARIFF AHMED","","","6908044","SOi.012"
"Individual (개인)","MAALIM SALMAN","","","6908432","SOi.013"
"Individual (개인)","AHMED DIRIYE","","","6908433","SOi.014"
"Individual (개인)","Ahmad Iman Ali","Kenya","","6908698","SOi.016"
"Individual (개인)","Abdifatah Abubakar Abdi","Somalia","1982-04-15","6908699","SOi.017"
"Individual (개인)","ABUKAR ALI ADAN","","","6908853","SOi.018"
"Individual (개인)","MAALIM AYMAN","","","6908854","SOi.019"
"Individual (개인)","MAHAD KARATE","","","6908855","SOi.020"
"Individual (개인)","ALI MOHAMED RAGE","Somalia","","6908868","SOi.021"
"Individual (개인)","ABDULLAHI OSMAN MOHAMED CADDOW","Somalia","","6908907","SOi.022"
"Individual (개인)","ABDIKADIR MOHAMED ABDIKADIR","Somalia","","6909265","SOi.023"
"Individual (개인)","MOHAMED MOHAMUD MIRE","Somalia","","6909266","SOi.024"
"Individual (개인)","MOHAMED OMAR MOHAMED","","","6909267","SOi.025"
"Individual (개인)","GABRIEL JOK RIAK MAKOL","South Sudan","1966-01-01","6908457","SSi.001"
"Individual (개인)","SIMON GATWECH DUAL","","","6908458","SSi.002"
"Individual (개인)","JAMES KOANG CHUOL","South Sudan","","6908461","SSi.003"
"Individual (개인)","SANTINO DENG WOL","","1962-11-09","6908459","SSi.004"
"Individual (개인)","MARIAL CHANUONG YOL MANGOK","South Sudan","1960-01-01","6908460","SSi.005"
"Individual (개인)","PETER GADET","","","6908462","SSi.006"
"Individual (개인)","MALEK REUBEN RIAK RENGU","South Sudan","1960-01-01","6908711","SSi.007"
"Individual (개인)","PAUL MALONG AWAN ANEI","South Sudan","1960-12-04","6908714","SSi.008"
"Individual (개인)","MOHAMMAD HASSAN AKHUND","Afghanistan","","110577","TAi.002"
"Individual (개인)","ABDUL KABIR MOHAMMAD JAN","Afghanistan","","110578","TAi.003"
"Individual (개인)","MOHAMMED OMAR GHULAM NABI","Afghanistan","","110579","TAi.004"
"Individual (개인)","MUHAMMAD TAHER ANWARI","Afghanistan","","110447","TAi.005"
"Individual (개인)","SAYYED MOHAMMED HAQQANI","Afghanistan","","110580","TAi.006"
"Individual (개인)","ABDUL LATIF MANSUR","Afghanistan","","110554","TAi.007"
"Individual (개인)","SHAMS UR-RAHMAN ABDUL ZAHIR","Afghanistan","","110896","TAi.008"
"Individual (개인)","ATTIQULLAH AKHUND","Afghanistan","","111034","TAi.009"
"Individual (개인)","AKHTAR MOHAMMAD MANSOUR SHAH MOHAMMED","Afghanistan","","111090","TAi.011"
"Individual (개인)","MOHAMMAD NAIM BARICH KHUDAIDAD","Afghanistan","","110897","TAi.013"
"Individual (개인)","HIDAYATULLAH","Afghanistan","","111092","TAi.014"
"Individual (개인)","YAR MOHAMMAD RAHIMI","Afghanistan","","111035","TAi.015"
"Individual (개인)","ALLAH DAD TAYEB WALI MUHAMMAD","Afghanistan","","111036","TAi.016"
"Individual (개인)","NIK MOHAMMAD DOST MOHAMMAD","Afghanistan","","111037","TAi.019"
"Individual (개인)","MATIULLAH","Afghanistan","","111094","TAi.020"
"Individual (개인)","ALLAH DAD MATIN","Afghanistan","","111038","TAi.021"
"Individual (개인)","UBAIDULLAH AKHUND YAR MOHAMMAD AKHUND","Afghanistan","","111039","TAi.022"
"Individual (개인)","FAZL MOHAMMAD MAZLOOM","Afghanistan","","110899","TAi.023"
"Individual (개인)","ABDUL GHANI BARADAR ABDUL AHMAD TURK","Afghanistan","","111040","TAi.024"
"Individual (개인)","ABDUL RAUF KHADEM","Afghanistan","","111041","TAi.025"
"Individual (개인)","AMIR KHAN MOTAQI","Afghanistan","","111042","TAi.026"
"Individual (개인)","ABDUL SALAM HANAFI ALI MARDAN QUL","Afghanistan","","111043","TAi.027"
"Individual (개인)","SAID AHMED SHAHIDKHEL","Afghanistan","","110900","TAi.028"
"Individual (개인)","AREFULLAH AREF GHAZI MOHAMMAD","Afghanistan","","111097","TAi.030"
"Individual (개인)","MOHAMMAD AHMADI","Afghanistan","","110901","TAi.031"
"Individual (개인)","ABDUL RAHMAN ZAHED","Afghanistan","","110912","TAi.033"
"Individual (개인)","ABDUL JALIL HAQQANI WALI MOHAMMAD","Afghanistan","","111107","TAi.034"
"Individual (개인)","FAIZ","Afghanistan","","110913","TAi.036"
"Individual (개인)","ABDUL BAQI BASIR AWAL SHAH","Afghanistan","","110914","TAi.038"
"Individual (개인)","MOHAMMAD JAWAD WAZIRI","Afghanistan","","111066","TAi.039"
"Individual (개인)","JALALUDDIN HAQQANI","Afghanistan","","110915","TAi.040"
"Individual (개인)","MOHAMMAD IBRAHIM OMARI","Afghanistan","","111067","TAi.042"
"Individual (개인)","DIN MOHAMMAD HANIF","Afghanistan","","110917","TAi.043"
"Individual (개인)","HAMDULLAH NOMANI","Afghanistan","","111068","TAi.044"
"Individual (개인)","QUDRATULLAH JAMAL","Afghanistan","","111108","TAi.047"
"Individual (개인)","ABDUL RAHMAN AHMAD HOTTAK","Afghanistan","","111109","TAi.049"
"Individual (개인)","ABDULHAI MOTMAEN","Afghanistan","","111110","TAi.051"
"Individual (개인)","MOHAMMAD YAQOUB","Afghanistan","","111070","TAi.052"
"Individual (개인)","ABDUL RAZAQ AKHUND LALA AKHUND","Afghanistan","","244736","TAi.053"
"Individual (개인)","SAYED MOHAMMAD AZIM AGHA","Afghanistan","","111072","TAi.057"
"Individual (개인)","NOORUDDIN TURABI MUHAMMAD QASIM","Afghanistan","","111112","TAi.058"
"Individual (개인)","MOHAMMAD ESSA AKHUND","Afghanistan","","111074","TAi.060"
"Individual (개인)","MOHAMMAD AZAM ELMI","Afghanistan","","111113","TAi.063"
"Individual (개인)","EZATULLAH HAQQANI KHAN SAYYID","Afghanistan","","110941","TAi.064"
"Individual (개인)","MOHAMMAD ABBAS AKHUND","Afghanistan","","110942","TAi.066"
"Individual (개인)","SHER MOHAMMAD ABBAS STANEKZAI PADSHAH KHAN","Afghanistan","","111075","TAi.067"
"Individual (개인)","MOHAMMADULLAH MATI","Afghanistan","","111076","TAi.068"
"Individual (개인)","RUSTUM HANAFI HABIBULLAH","Afghanistan","","110943","TAi.069"
"Individual (개인)","ATIQULLAH WALI MOHAMMAD","Afghanistan","","111077","TAi.070"
"Individual (개인)","NAJIBULLAH HAQQANI HIDAYATULLAH","Afghanistan","","111078","TAi.071"
"Individual (개인)","SAYYED GHIASSOUDDINE AGHA","Afghanistan","","110944","TAi.072"
"Individual (개인)","MOHAMMAD MOSLIM HAQQANI MUHAMMADI GUL","Afghanistan","","111115","TAi.073"
"Individual (개인)","ABDUL RAQIB TAKHARI","Afghanistan","","111080","TAi.075"
"Individual (개인)","MOHAMMAD WALI MOHAMMAD EWAZ","Afghanistan","","111081","TAi.078"
"Individual (개인)","MOHAMMAD SALIM HAQQANI","Afghanistan","","111118","TAi.079"
"Individual (개인)","SAYED ESMATULLAH ASEM ABDUL QUDDUS","Afghanistan","","111119","TAi.080"
"Individual (개인)","ABDUL-HAQ WASSIQ","Afghanistan","","110945","TAi.082"
"Individual (개인)","EHSANULLAH SARFIDA HESAMUDDIN AKHUNDZADA","Afghanistan","","111121","TAi.083"
"Individual (개인)","HABIBULLAH RESHAD","Afghanistan","","111082","TAi.084"
"Individual (개인)","AHMED JAN AKHUNDZADA WAZIR","Afghanistan","","111083","TAi.085"
"Individual (개인)","SADUDDIN SAYYED","Afghanistan","","111084","TAi.087"
"Individual (개인)","ABDUL JABBAR OMARI","Afghanistan","","110947","TAi.088"
"Individual (개인)","NURULLAH NURI","Afghanistan","1967-01-01","110948","TAi.089"
"Individual (개인)","JANAN AGHA","Afghanistan","","111204","TAi.091"
"Individual (개인)","DOST MOHAMMAD","Afghanistan","","111143","TAi.092"
"Individual (개인)","KHAIRULLAH KHAIRKHWAH","Afghanistan","","111144","TAi.093"
"Individual (개인)","ABDUL BARI AKHUND","Afghanistan","","111205","TAi.094"
"Individual (개인)","WALIJAN","Afghanistan","","110959","TAi.095"
"Individual (개인)","MOHAMMAD HASAN RAHMANI","Afghanistan","","110960","TAi.096"
"Individual (개인)","ABDUL MANAN NYAZI","Afghanistan","","110961","TAi.097"
"Individual (개인)","ABDUL WAHED SHAFIQ","Afghanistan","","111206","TAi.098"
"Individual (개인)","MOHAMMAD SHAFIQ MOHAMMADI","Afghanistan","","111207","TAi.099"
"Individual (개인)","NAZIR MOHAMMAD ABDUL BASIR","Afghanistan","","110962","TAi.100"
"Individual (개인)","MOHAMMAD ESHAQ AKHUNZADA","Afghanistan","","111145","TAi.101"
"Individual (개인)","ZIA-UR-RAHMAN MADANI","Afghanistan","","110963","TAi.102"
"Individual (개인)","SHAMSUDDIN","Afghanistan","","111146","TAi.103"
"Individual (개인)","MOHAMMAD RASUL AYYUB","Afghanistan","","111147","TAi.104"
"Individual (개인)","AHMAD TAHA KHALID ABDUL QADIR","Afghanistan","","110964","TAi.105"
"Individual (개인)","MOHAMMAD SHAFIQULLAH AHMADI FATIH KHAN","Afghanistan","","111208","TAi.106"
"Individual (개인)","AMINULLAH AMIN QUDDUS","Afghanistan","","110965","TAi.107"
"Individual (개인)","ABDULHAI SALEK","Afghanistan","","111209","TAi.108"
"Individual (개인)","AHMAD JAN AKHUNDZADA SHUKOOR AKHUNDZADA","Afghanistan","","111148","TAi.109"
"Individual (개인)","NOOR MOHAMMAD SAQIB","Afghanistan","","111210","TAi.110"
"Individual (개인)","HAMDULLAH SUNANI","Afghanistan","","111149","TAi.111"
"Individual (개인)","SHAHABUDDIN DELAWAR","Afghanistan","","111211","TAi.113"
"Individual (개인)","ABDUL RAHMAN AGHA","Afghanistan","","110967","TAi.114"
"Individual (개인)","HAMIDULLAH AKHUND SHER MOHAMMAD","Afghanistan","","111151","TAi.118"
"Individual (개인)","JAN MOHAMMAD MADANI IKRAM","Afghanistan","","111173","TAi.119"
"Individual (개인)","AZIZIRAHMAN ABDUL AHAD","Afghanistan","","111301","TAi.121"
"Individual (개인)","ABDUL MANAN MOHAMMAD ISHAK","Afghanistan","","111231","TAi.122"
"Individual (개인)","MOHAMMAD SARWAR SIDDIQMAL MOHAMMAD MASOOD","Afghanistan","","111176","TAi.126"
"Individual (개인)","MOHAMMAD ZAHID","Afghanistan","","111234","TAi.127"
"Individual (개인)","ABDUL QADEER BASIR ABDUL BASEER","Afghanistan","","111302","TAi.128"
"Individual (개인)","NAZIRULLAH HANAFI WALIULLAH","Afghanistan","","111235","TAi.129"
"Individual (개인)","ABDUL GHAFAR QURISHI ABDUL GHANI","Afghanistan","","690726","TAi.130"
"Individual (개인)","NAJIBULLAH MUHAMMAD JUMA","Afghanistan","","111236","TAi.132"
"Individual (개인)","ABDUL WALI SEDDIQI","Afghanistan","","111178","TAi.133"
"Individual (개인)","ABDUL QUDDUS MAZHARI","Afghanistan","","111179","TAi.135"
"Individual (개인)","MOHAMMAD SADIQ AMIR MOHAMMAD","Afghanistan","","111303","TAi.136"
"Individual (개인)","RAHMATULLAH KAKAZADA","Afghanistan","","111304","TAi.137"
"Individual (개인)","MOHAMMAD ALEEM NOORANI","Afghanistan","","111180","TAi.138"
"Individual (개인)","ABDUL GHAFAR SHINWARI","Afghanistan","1965-03-29","111238","TAi.139"
"Individual (개인)","GUL AHMAD HAKIMI","Afghanistan","","111181","TAi.140"
"Individual (개인)","ABDULLAH HAMAD MOHAMMAD KARIM","Afghanistan","","111305","TAi.141"
"Individual (개인)","ABDUL HAI HAZEM ABDUL QADER","Afghanistan","","111239","TAi.142"
"Individual (개인)","HAMDULLAH ALLAH NOOR","Afghanistan","","111182","TAi.143"
"Individual (개인)","SIRAJUDDIN JALLALOUDINE HAQQANI","Afghanistan","","2785696","TAi.144"
"Individual (개인)","AMIR ABDULLAH","Afghanistan","","2913551","TAi.145"
"Individual (개인)","NASIRUDDIN HAQQANI","Afghanistan","","2914108","TAi.146"
"Individual (개인)","GUL AGHA ISHAKZAI","","","2913442","TAi.147"
"Individual (개인)","ABDUL HABIB ALIZAI","Afghanistan","1963-10-15","2945892","TAi.148"
"Individual (개인)","SALEH MOHAMMAD KAKAR AKHTAR MUHAMMAD","Afghanistan","","2945562","TAi.149"
"Individual (개인)","KHALIL AHMED HAQQANI","Afghanistan","1966-01-01","2960150","TAi.150"
"Individual (개인)","FAIZULLAH KHAN NOORZAI na","Afghanistan","","2975510","TAi.153"
"Individual (개인)","MALIK NOORZAI","Afghanistan","1963-01-01","2975590","TAi.154"
"Individual (개인)","ABDUL AZIZ ABBASIN","","","2975591","TAi.155"
"Individual (개인)","AHMAD ZIA AGHA","","","2981707","TAi.156"
"Individual (개인)","FAZL RABI","Afghanistan","","2981583","TAi.157"
"Individual (개인)","MOHAMMAD AMAN AKHUND","","","2981821","TAi.158"
"Individual (개인)","AHMED JAN WAZIR AKHTAR MOHAMMAD","","","2981584","TAi.159"
"Individual (개인)","ABDUL SAMAD ACHEKZAI","Afghanistan","","2983128","TAi.160"
"Individual (개인)","BAKHT GUL","Afghanistan","","2989151","TAi.161"
"Individual (개인)","ABDUL SATAR ABDUL MANAN","","","2989674","TAi.162"
"Individual (개인)","KHAIRULLAH BARAKZAI KHUDAI NAZAR","","","2989740","TAi.163"
"Individual (개인)","ABDUL RAUF ZAKIR","Afghanistan","","3000769","TAi.164"
"Individual (개인)","MOHAMMED QASIM MIR WALI KHUDAI RAHIM","Afghanistan","","3000509","TAi.165"
"Individual (개인)","AHMED SHAH NOORZAI OBAIDULLAH","","1985-01-01","3013137","TAi.166"
"Individual (개인)","ADAM KHAN ACHEKZAI","Pakistan","","3016479","TAi.167"
"Individual (개인)","QARI SAIFULLAH TOKHI","Afghanistan","","3035783","TAi.168"
"Individual (개인)","YAHYA HAQQANI","Afghanistan","","6908403","TAi.169"
"Individual (개인)","SAIDULLAH JAN","","","6908404","TAi.170"
"Individual (개인)","MUHAMMAD OMAR ZADRAN","","","6908405","TAi.171"
"Individual (개인)","RAHMATULLAH SHAH NAWAZ","Afghanistan","","6908406","TAi.172"
"Individual (개인)","ABDUL BASIR NOORZAI","Afghanistan","","6908450","TAi.173"
"Individual (개인)","TOREK AGHA","","","6908491","TAi.174"
"Individual (개인)","ABD AL-KHALIQ AL-HOUTHI","Yemen","","6908434","YEi.001"
"Individual (개인)","ABDULLAH YAHYA AL HAKIM","Yemen","","6908435","YEi.002"
"Individual (개인)","ABDULMALIK AL-HOUTHI","","","6908455","YEi.004"
"Individual (개인)","SULTAN SALEH AIDA AIDA ZABIN","Yemen","1986-02-05","6908856","YEi.006"
"Individual (개인)","SALEH MESFER SALEH AL SHAER","Yemen","","6908863","YEi.007"
"Individual (개인)","MUHAMMAD ABD AL-KARIM AL-GHAMARI","Yemen","","6908864","YEi.008"
"Individual (개인)","YUSUF AL-MADANI","Yemen","","6908865","YEi.009"
"Individual (개인)","MANSUR AL-SA’ADI","Yemen","","6908884","YEi.010"
"Individual (개인)","MOTLAQ AMER AL-MARRANI","Yemen","1984-01-01","6908885","YEi.011"
"Individual (개인)","AHMAD AL-HAMZI","Yemen","","6908883","YEi.012"
"Entity (단체)","ADF","Democratic Republic of the Congo","","6908402","CDe.001"
"Entity (단체)","BUTEMBO AIRLINES (BAL)","Democratic Republic of the Congo","","6908024","CDe.002"
"Entity (단체)","COMPAGNIE AERIENNE DES GRANDS LACS (CAGL) ; GREAT LAKES BUSINESS COMPANY (GLBC)","Democratic Republic of the Congo","","6908026","CDe.003"
"Entity (단체)","CONGOMET TRADING HOUSE","","","6908025","CDe.004"
"Entity (단체)","FORCES DEMOCRATIQUES DE LIBERATION DU RWANDA (FDLR)","Democratic Republic of the Congo","","6908027","CDe.005"
"Entity (단체)","M23","","","6908028","CDe.006"
"Entity (단체)","MACHANGA LTD","Uganda","","6908029","CDe.007"
"Entity (단체)","TOUS POUR LA PAIX ET LE DEVELOPPEMENT (NGO)","Democratic Republic of the Congo","","6908030","CDe.008"
"Entity (단체)","UGANDA COMMERCIAL IMPEX (UCI) LTD","Uganda","","6908031","CDe.009"
"Entity (단체)","LORD’S RESISTANCE ARMY","Central African Republic","","6908539","CFe.002"
"Entity (단체)","GRAN GRIF","Haiti","","6909349","HTe.001"
"Entity (단체)","VIV ANSANM","Haiti","","6909350","HTe.002"
"Entity (단체)","IDLEB COMPANY FOR SPINNING","Iraq","","6908183","IQe.049"
"Entity (단체)","AL WASEL AND BABEL GENERAL TRADING LLC","United Arab Emirates","","6908332","IQe.197"
"Entity (단체)","AVIATRANS ANSTALT","Liechtenstein","","6908334","IQe.199"
"Entity (단체)","LOGARCHEO S.A.","Switzerland","","6908335","IQe.200"
"Entity (단체)","Al-ARABI TRADING COMPANY","Iraq","","6908338","IQe.203"
"Entity (단체)","AL-BASHAIR TRADING COMPANY, LTD","Iraq","","6908339","IQe.204"
"Entity (단체)","TRADING AND TRANSPORT SERVICES COMPANY, LTD","Jordan","","6908340","IQe.205"
"Entity (단체)","ALFA COMPANY LIMITED FOR INTERNATIONAL TRADING AND MARKETING","Jordan","","6908341","IQe.206"
"Entity (단체)","TECHNOLOGY AND DEVELOPMENT GROUP LIMITED","United Kingdom of Great Britain and Northern Ireland","","6908342","IQe.207"
"Entity (단체)","T.M.G. ENGINEERING LIMITED","United Kingdom of Great Britain and Northern Ireland","","6908343","IQe.208"
"Entity (단체)","7TH OF TIR","","","110403","IRe.001"
"Entity (단체)","ABZAR BORESH KAVEH CO. (BK CO.)","","","110402","IRe.002"
"Entity (단체)","AMIN INDUSTRIAL COMPLEX","Iran (Islamic Republic of)","","110401","IRe.003"
"Entity (단체)","AMMUNITION AND METALLURGY INDUSTRIES GROUP (AMIG)","","","110400","IRe.004"
"Entity (단체)","ARMAMENT INDUSTRIES GROUP (AIG)","Iran (Islamic Republic of)","","110399","IRe.005"
"Entity (단체)","ATOMIC ENERGY ORGANISATION OF IRAN (AEOI)","","","110398","IRe.006"
"Entity (단체)","BANK SEPAH AND BANK SEPAH INTERNATIONAL","","","110397","IRe.007"
"Entity (단체)","BARZAGANI TEJARAT TAVANMAD SACCAL COMPANIES","","","110396","IRe.008"
"Entity (단체)","BEHINEH TRADING CO.","Iran (Islamic Republic of)","","110395","IRe.009"
"Entity (단체)","CRUISE MISSILE INDUSTRY GROUP","","","110394","IRe.010"
"Entity (단체)","DEFENCE INDUSTRIES ORGANISATION (DIO)","","","110393","IRe.011"
"Entity (단체)","DEFENSE TECHNOLOGY AND SCIENCE RESEARCH CENTER (DTSRC)","Iran (Islamic Republic of)","","110392","IRe.012"
"Entity (단체)","DOOSTAN INTERNATIONAL COMPANY (DICO)","","","110391","IRe.013"
"Entity (단체)","ELECTRO SANAM COMPANY","","","110390","IRe.014"
"Entity (단체)","ESFAHAN NUCLEAR FUEL RESEARCH AND PRODUCTION CENTRE (NFRPC) AND ESFAHAN NUCLEAR TECHNOLOGY CENTRE (ENTC)","","","110389","IRe.015"
"Entity (단체)","ETTEHAD TECHNICAL GROUP","","","110388","IRe.016"
"Entity (단체)","FAJR INDUSTRIAL GROUP","","","110387","IRe.017"
"Entity (단체)","FARASAKHT INDUSTRIES","Iran (Islamic Republic of)","","110386","IRe.018"
"Entity (단체)","FARAYAND TECHNIQUE","","","110385","IRe.019"
"Entity (단체)","FATER INSTITUTE","","","110384","IRe.020"
"Entity (단체)","FIRST EAST EXPORT BANK, P.L.C.","Malaysia","","110383","IRe.021"
"Entity (단체)","GHARAGAHE SAZANDEGI GHAEM","","","110382","IRe.022"
"Entity (단체)","GHORB KARBALA","","","110381","IRe.023"
"Entity (단체)","GHORB NOOH","","","110380","IRe.024"
"Entity (단체)","HARA COMPANY","","","110379","IRe.025"
"Entity (단체)","IMENSAZAN CONSULTANT ENGINEERS INSTITUTE","","","110378","IRe.026"
"Entity (단체)","INDUSTRIAL FACTORIES OF PRECISION (IFP) MACHINERY","","","110377","IRe.027"
"Entity (단체)","IRANO HIND SHIPPING COMPANY","Iran (Islamic Republic of)","","110376","IRe.028"
"Entity (단체)","IRISL BENELUX NV","Belgium","","110375","IRe.029"
"Entity (단체)","JABBER IBN HAYAN","","","110374","IRe.030"
"Entity (단체)","JOZA INDUSTRIAL CO.","","","110373","IRe.031"
"Entity (단체)","KALA-ELECTRIC","","","110372","IRe.032"
"Entity (단체)","KARAJ NUCLEAR RESEARCH CENTRE","","","110371","IRe.033"
"Entity (단체)","KAVEH CUTTING TOOLS COMPANY","Iran (Islamic Republic of)","","110370","IRe.034"
"Entity (단체)","KAVOSHYAR COMPANY","","","110369","IRe.035"
"Entity (단체)","KHATAM AL-ANBIYA CONSTRUCTION HEADQUARTERS (KAA)","","","110368","IRe.036"
"Entity (단체)","KHORASAN METALLURGY INDUSTRIES","","","110367","IRe.037"
"Entity (단체)","M. BABAIE INDUSTRIES","Iran (Islamic Republic of)","","110366","IRe.038"
"Entity (단체)","MAKIN","","","110365","IRe.039"
"Entity (단체)","MALEK ASHTAR UNIVERSITY","Iran (Islamic Republic of)","","110364","IRe.040"
"Entity (단체)","MESBAH ENERGY COMPANY","","","110363","IRe.041"
"Entity (단체)","MINISTRY OF DEFENSE LOGISTICS EXPORT","Iran (Islamic Republic of)","","110362","IRe.042"
"Entity (단체)","MIZAN MACHINERY MANUFACTURING","Iran (Islamic Republic of)","","110361","IRe.043"
"Entity (단체)","MODERN INDUSTRIES TECHNIQUE COMPANY (MITEC)","Iran (Islamic Republic of)","","110360","IRe.044"
"Entity (단체)","NIRU BATTERY MANUFACTURING COMPANY","","","110359","IRe.045"
"Entity (단체)","NOVIN ENERGY COMPANY","","","110358","IRe.046"
"Entity (단체)","NUCLEAR RESEARCH CENTER FOR AGRICULTURE AND MEDICINE (NFRPC)","Iran (Islamic Republic of)","","110357","IRe.047"
"Entity (단체)","OMRAN SAHEL","","","110356","IRe.048"
"Entity (단체)","ORIENTAL OIL KISH","","","110355","IRe.049"
"Entity (단체)","PARCHIN CHEMICAL INDUSTRIES","","","110354","IRe.050"
"Entity (단체)","PARS AVIATION SERVICES COMPANY","","","110353","IRe.051"
"Entity (단체)","PARS TRASH COMPANY","","","110352","IRe.052"
"Entity (단체)","PEJMAN INDUSTRIAL SERVICES CORPORATION","Iran (Islamic Republic of)","","110351","IRe.053"
"Entity (단체)","PISHGAM ENERGY INDUSTRIES","","","110350","IRe.054"
"Entity (단체)","QODS AERONAUTICS INDUSTRIES","","","110349","IRe.055"
"Entity (단체)","RAH SAHEL","","","110348","IRe.056"
"Entity (단체)","RAHAB ENGINEERING INSTITUTE","","","110347","IRe.057"
"Entity (단체)","SABALAN COMPANY","Iran (Islamic Republic of)","","110346","IRe.058"
"Entity (단체)","SAD IMPORT EXPORT COMPANY","Iran (Islamic Republic of)","","110345","IRe.059"
"Entity (단체)","SAFETY EQUIPMENT PROCUREMENT (SEP)","","","110344","IRe.060"
"Entity (단체)","SAHAND ALUMINUM PARTS INDUSTRIAL COMPANY (SAPICO)","Iran (Islamic Republic of)","","110343","IRe.061"
"Entity (단체)","SAHEL CONSULTANT ENGINEERS","","","110342","IRe.062"
"Entity (단체)","SANAM INDUSTRIAL GROUP","","","110341","IRe.063"
"Entity (단체)","SEPANIR","","","110340","IRe.064"
"Entity (단체)","SEPASAD ENGINEERING COMPANY","","","110339","IRe.065"
"Entity (단체)","SHAHID BAGHERI INDUSTRIAL GROUP (SBIG)","","","110338","IRe.066"
"Entity (단체)","SHAHID HEMMAT INDUSTRIAL GROUP (SHIG)","","","110337","IRe.067"
"Entity (단체)","SHAHID KARRAZI INDUSTRIES","Iran (Islamic Republic of)","","110336","IRe.068"
"Entity (단체)","SHAHID SATTARI INDUSTRIES","Iran (Islamic Republic of)","","110335","IRe.069"
"Entity (단체)","SHAHID SAYYADE SHIRAZI INDUSTRIES (SSSI)","Iran (Islamic Republic of)","","110334","IRe.070"
"Entity (단체)","SHO'A' AVIATION","","","110333","IRe.071"
"Entity (단체)","SOUTH SHIPPING LINE IRAN (SSL)","Iran (Islamic Republic of)","","110332","IRe.072"
"Entity (단체)","SPECIAL INDUSTRIES GROUP (SIG)","Iran (Islamic Republic of)","","110331","IRe.073"
"Entity (단체)","TAMAS COMPANY","","","110330","IRe.074"
"Entity (단체)","TIZ PARS","Iran (Islamic Republic of)","","110329","IRe.075"
"Entity (단체)","YA MAHDI INDUSTRIES GROUP","","","110328","IRe.076"
"Entity (단체)","YAS AIR","Iran (Islamic Republic of)","","110327","IRe.077"
"Entity (단체)","YAZD METALLURGY INDUSTRIES (YMI)","Iran (Islamic Republic of)","","110326","IRe.078"
"Entity (단체)","KOREA MINING DEVELOPMENT TRADING CORPORATION","Democratic People's Republic of Korea","","690735","KPe.001"
"Entity (단체)","KOREA RYONBONG GENERAL CORPORATION","Democratic People's Republic of Korea","","690751","KPe.002"
"Entity (단체)","TANCHON COMMERCIAL BANK","Democratic People's Republic of Korea","","690752","KPe.003"
"Entity (단체)","NAMCHONGANG TRADING CORPORATION","Democratic People's Republic of Korea","","690753","KPe.004"
"Entity (단체)","HONG KONG ELECTRONICS","Iran (Islamic Republic of)","","690755","KPe.005"
"Entity (단체)","KOREA HYOKSIN TRADING CORPORATION","Democratic People's Republic of Korea","","690756","KPe.006"
"Entity (단체)","GENERAL BUREAU OF ATOMIC ENERGY (GBAE)","Democratic People's Republic of Korea","","690758","KPe.007"
"Entity (단체)","KOREAN TANGUN TRADING CORPORATION","Democratic People's Republic of Korea","","690759","KPe.008"
"Entity (단체)","AMROGGANG DEVELOPMENT BANKING CORPORATION","Democratic People's Republic of Korea","","690760","KPe.009"
"Entity (단체)","GREEN PINE ASSOCIATED CORPORATION","Democratic People's Republic of Korea","","690761","KPe.010"
"Entity (단체)","KOREA HEUNGJIN TRADING COMPANY","Democratic People's Republic of Korea","","690762","KPe.011"
"Entity (단체)","KOREAN COMMITTEE FOR SPACE TECHNOLOGY","Democratic People's Republic of Korea","","690763","KPe.012"
"Entity (단체)","BANK OF EAST LAND","Democratic People's Republic of Korea","","690764","KPe.013"
"Entity (단체)","KOREA KUMRYONG TRADING CORPORATION","","","690765","KPe.014"
"Entity (단체)","TOSONG TECHNOLOGY TRADING CORPORATION","Democratic People's Republic of Korea","","690766","KPe.015"
"Entity (단체)","KOREA RYONHA MACHINERY JOINT VENTURE CORPORATION","Democratic People's Republic of Korea","","690767","KPe.016"
"Entity (단체)","LEADER (HONG KONG) INTERNATIONAL","China, Hong Kong Special Administrative Region","","690768","KPe.017"
"Entity (단체)","SECOND ACADEMY OF NATURAL SCIENCES","Democratic People's Republic of Korea","","690769","KPe.018"
"Entity (단체)","KOREA COMPLEX EQUIPMENT IMPORT CORPORATION","Democratic People's Republic of Korea","","690770","KPe.019"
"Entity (단체)","OCEAN MARITIME MANAGEMENT COMPANY, LIMITED (OMM)","Democratic People's Republic of Korea","","6908046","KPe.020"
"Entity (단체)","ACADEMY OF NATIONAL DEFENSE SCIENCE","Democratic People's Republic of Korea","","6908510","KPe.021"
"Entity (단체)","CHONGCHONGANG SHIPPING COMPANY","Democratic People's Republic of Korea","","6908516","KPe.022"
"Entity (단체)","DAEDONG CREDIT BANK (DCB)","Democratic People's Republic of Korea","","6908499","KPe.023"
"Entity (단체)","HESONG TRADING COMPANY","Democratic People's Republic of Korea","","6908517","KPe.024"
"Entity (단체)","KOREA KWANGSON BANKING CORPORATION (KKBC)","Democratic People's Republic of Korea","","6908518","KPe.025"
